"bvid","rpid","emoji_alt","emoji_name","message","sentence","emote_url","mid","uname","ctime_iso"
"BV1eU1vBiEqh","281133459457","[doge]","doge","依旧给拉到88w乐，快100w了[doge]","依旧给拉到88w乐，快100w了[doge]","https://i0.hdslb.com/bfs/emote/3087d273a78ccaff4bb1e9972e2ba2a7583c9f11.png","1278414361","片欧同学","2025-11-20T09:52:08+00:00"
"BV1eU1vBiEqh","281121049953","[笑哭]","笑哭","[笑哭]好羡慕！从小拥有自己喜欢的并为之行动。

而我，只是躯体","[笑哭]好羡慕！从小拥有自己喜欢的并为之行动。

而我，只是躯体","https://i0.hdslb.com/bfs/emote/c3043ba94babf824dea03ce500d0e73763bf4f40.png","396672561","小神神经经","2025-11-20T06:43:28+00:00"
"BV1eU1vBiEqh","281113779473","[打call]","打call","阿宇的科学实验室，我最早关注他的视频是在《造出世界上最快的水上滑板》我发现这个UP无论是动手能力，还是创造力、还是魄力、叙事能力都是远超这个年龄阶层的，正因为阿宇的视频让我一个资质很普通的普通人敢接触航模、FPV、3D打印，我觉得可以说他是我兴趣爱好上的人生导师都不为过，他的视频告诉我们原来普通人还能这么玩，敢想敢做，梦想有一天能像阿宇一样，为梦追逐！加油，出必三连！兴趣就是最好的老师[打call][打call][打call]","阿宇的科学实验室，我最早关注他的视频是在《造出世界上最快的水上滑板》我发现这个UP无论是动手能力，还是创造力、还是魄力、叙事能力都是远超这个年龄阶层的，正因为阿宇的视频让我一个资质很普通的普通人敢接触航模、FPV、3D打印，我觉得可以说他是我兴趣爱好上的人生导师都不为过，他的视频告诉我们原来普通人还能这么玩，敢想敢做，梦想有一天能像阿宇一样，为梦追逐！加油，出必三连！兴趣就是最好的老师[打call][打call][打call]","https://i0.hdslb.com/bfs/emote/431432c43da3ee5aab5b0e4f8931953e649e9975.png","346303995","笔力瓦力","2025-11-20T04:51:53+00:00"
"BV1eU1vBiEqh","280979404753","[大哭]","大哭","我天！！！太厉害了，而且听你说你的想法，好浪漫[大哭][星星眼][星星眼][星星眼][星星眼]加油！好牛","我天！！！太厉害了，而且听你说你的想法，好浪漫[大哭][星星眼][星星眼][星星眼][星星眼]加油！好牛","https://i0.hdslb.com/bfs/emote/2caafee2e5db4db72104650d87810cc2c123fc86.png","15929359","lhllay123520","2025-11-18T12:07:59+00:00"
"BV1eU1vBiEqh","280979404753","[星星眼]","星星眼","我天！！！太厉害了，而且听你说你的想法，好浪漫[大哭][星星眼][星星眼][星星眼][星星眼]加油！好牛","我天！！！太厉害了，而且听你说你的想法，好浪漫[大哭][星星眼][星星眼][星星眼][星星眼]加油！好牛","https://i0.hdslb.com/bfs/emote/63c9d1a31c0da745b61cdb35e0ecb28635675db2.png","15929359","lhllay123520","2025-11-18T12:07:59+00:00"
"BV1eU1vBiEqh","280961063297","[支持]","支持","牛逼🐮[支持][支持]热爱万岁！","牛逼🐮[支持][支持]热爱万岁！","https://i0.hdslb.com/bfs/emote/3c210366a5585706c09d4c686a9d942b39feeb50.png","102372868","六点水怪兽","2025-11-18T08:29:24+00:00"
"BV1eU1vBiEqh","282746822944","[墨镜]","墨镜","太他nd真诚了[墨镜]","太他nd真诚了[墨镜]","https://i0.hdslb.com/bfs/emote/3a03aebfc06339d86a68c2d893303b46f4b85771.png","13428349","牛奶不睡觉","2025-11-17T11:16:44+00:00"
"BV1eU1vBiEqh","280881928417","[笑哭]","笑哭","打开发现早关注了[笑哭]","打开发现早关注了[笑哭]","https://i0.hdslb.com/bfs/emote/c3043ba94babf824dea03ce500d0e73763bf4f40.png","352151297","凯撒-cc","2025-11-17T10:03:55+00:00"
"BV1eU1vBiEqh","282731791568","[惊喜]","惊喜","神奇阿宇第一条视频我就刷到了，当时被视频制作的精良已经独特的审美给震撼到了，点进去一看才是一个几千粉丝的UP主，当时就断定此子将来必定不凡。也算是关注➕点赞了。这次能和影视飓风合作真的感慨万千，特别是Tim最后那句我投你吧，这次一定一键三连！！[惊喜][惊喜]","神奇阿宇第一条视频我就刷到了，当时被视频制作的精良已经独特的审美给震撼到了，点进去一看才是一个几千粉丝的UP主，当时就断定此子将来必定不凡。也算是关注➕点赞了。这次能和影视飓风合作真的感慨万千，特别是Tim最后那句我投你吧，这次一定一键三连！！[惊喜][惊喜]","https://i0.hdslb.com/bfs/emote/0afecaf3a3499479af946f29749e1a6c285b6f65.png","4312233","风之旅人yo-yo","2025-11-17T08:17:48+00:00"
"BV1eU1vBiEqh","280815701889","[笑哭]","笑哭","[笑哭]","[笑哭]","https://i0.hdslb.com/bfs/emote/c3043ba94babf824dea03ce500d0e73763bf4f40.png","2140037950","一位靚仔-","2025-11-16T13:50:16+00:00"
"BV1eU1vBiEqh","282656787504","[笑哭]","笑哭","路过的大佬，麻烦看下我的频道，锐评一下呗[笑哭]","路过的大佬，麻烦看下我的频道，锐评一下呗[笑哭]","https://i0.hdslb.com/bfs/emote/c3043ba94babf824dea03ce500d0e73763bf4f40.png","3546983545440408","老姜闯深圳","2025-11-16T11:29:19+00:00"
"BV1eU1vBiEqh","280786221057","[星星眼]","星星眼","[星星眼][星星眼][星星眼]","[星星眼][星星眼][星星眼]","https://i0.hdslb.com/bfs/emote/63c9d1a31c0da745b61cdb35e0ecb28635675db2.png","1852288276","瞓瞓-","2025-11-16T08:36:46+00:00"
"BV1eU1vBiEqh","282618852080","[doge]","doge","拆台洗衣机做个飞行器呗[doge]","拆台洗衣机做个飞行器呗[doge]","https://i0.hdslb.com/bfs/emote/3087d273a78ccaff4bb1e9972e2ba2a7583c9f11.png","129500107","霜火冰法师","2025-11-16T04:40:47+00:00"
"BV1eU1vBiEqh","280763197617","[大哭]","大哭","为什么不让我投币？[大哭][大哭][大哭]","为什么不让我投币？[大哭][大哭][大哭]","https://i0.hdslb.com/bfs/emote/2caafee2e5db4db72104650d87810cc2c123fc86.png","3494375849986461","望天长达","2025-11-16T04:15:39+00:00"
"BV1eU1vBiEqh","282608171568","[打call]","打call","好久没有接触到梦想这个词了，这么多年了第一次感受到什么是真正的追逐梦想，拼尽全力，关注了[打call]","好久没有接触到梦想这个词了，这么多年了第一次感受到什么是真正的追逐梦想，拼尽全力，关注了[打call]","https://i0.hdslb.com/bfs/emote/431432c43da3ee5aab5b0e4f8931953e649e9975.png","41733","jts","2025-11-16T02:52:04+00:00"
"BV1eU1vBiEqh","283004306336","[笑哭]","笑哭","回复 @代号T : 项目不需要这种，这个更多的是噱头[笑哭]","回复 @代号T : 项目不需要这种，这个更多的是噱头[笑哭]","https://i0.hdslb.com/bfs/emote/c3043ba94babf824dea03ce500d0e73763bf4f40.png","322413749","fbyyyyy","2025-11-20T10:10:50+00:00"
"BV1eU1vBiEqh","282582055280","[支持]","支持","[支持][支持][支持]阿宇配得上顶礼膜拜","[支持][支持][支持]阿宇配得上顶礼膜拜","https://i0.hdslb.com/bfs/emote/3c210366a5585706c09d4c686a9d942b39feeb50.png","508227805","三窟主","2025-11-15T16:39:53+00:00"
"BV1eU1vBiEqh","280703828129","[惊讶]","惊讶","[惊讶]","[惊讶]","https://i0.hdslb.com/bfs/emote/f8e9a59cad52ae1a19622805696a35f0a0d853f3.png","282635190","如此清澈高远_","2025-11-15T12:19:05+00:00"
"BV1eU1vBiEqh","280700669457","[大哭]","大哭","看得我嗷嗷哭，原来还有人是这样活着的[大哭]","看得我嗷嗷哭，原来还有人是这样活着的[大哭]","https://i0.hdslb.com/bfs/emote/2caafee2e5db4db72104650d87810cc2c123fc86.png","554480288","西蓝花花OUO","2025-11-15T11:47:31+00:00"
"BV1eU1vBiEqh","282529120480","[星星眼]","星星眼","哇塞理科生太牛了 好想成为这种人[星星眼]怎么才能拥有这种脑子啊？","哇塞理科生太牛了 好想成为这种人[星星眼]怎么才能拥有这种脑子啊？","https://i0.hdslb.com/bfs/emote/63c9d1a31c0da745b61cdb35e0ecb28635675db2.png","515866247","小李要努力哇-","2025-11-15T07:56:31+00:00"
"BV1eU1vBiEqh","282502449184","[星星眼]","星星眼","补充一下细节：   ①一定要领取了国补再下单，直接立减20%！ ②京东搜【国补加码864】领取无门槛优惠[星星眼]冲鸭，冲冲冲","补充一下细节：   ①一定要领取了国补再下单，直接立减20%！ ②京东搜【国补加码864】领取无门槛优惠[星星眼]冲鸭，冲冲冲","https://i0.hdslb.com/bfs/emote/63c9d1a31c0da745b61cdb35e0ecb28635675db2.png","3632304542976201","晴天uvv","2025-11-15T03:04:40+00:00"
"BV1eU1vBiEqh","280650764337","[支持]","支持","有梦想的年轻人！[支持]","有梦想的年轻人！[支持]","https://i0.hdslb.com/bfs/emote/3c210366a5585706c09d4c686a9d942b39feeb50.png","175267975","空想シネマ","2025-11-15T02:30:34+00:00"
"BV1eU1vBiEqh","280645076913","[doge]","doge","tim是已经在开始集聚上火星的人才了吗[doge]","tim是已经在开始集聚上火星的人才了吗[doge]","https://i0.hdslb.com/bfs/emote/3087d273a78ccaff4bb1e9972e2ba2a7583c9f11.png","53684058","陈某人丶9527","2025-11-15T01:09:07+00:00"
"BV1eU1vBiEqh","282445636944","[打call]","打call","如果没有这个视频，我大概率会肤浅地认为这是个机构推出来的up或是一个富二代（没有贬义的意思）为了梦想为了视频而做的一切。阿宇真的是每个男生小时候梦想的样子了！甚至觉得“宝藏up”被滥用在其他地方都是拉低了档次！无限进步！！[打call][打call][打call]","如果没有这个视频，我大概率会肤浅地认为这是个机构推出来的up或是一个富二代（没有贬义的意思）为了梦想为了视频而做的一切。阿宇真的是每个男生小时候梦想的样子了！甚至觉得“宝藏up”被滥用在其他地方都是拉低了档次！无限进步！！[打call][打call][打call]","https://i0.hdslb.com/bfs/emote/431432c43da3ee5aab5b0e4f8931953e649e9975.png","601627525","名字就随缘取好了","2025-11-14T11:28:55+00:00"
"BV1eU1vBiEqh","280598444369","[打call]","打call","我的天哪，这就是为什么我还在使用b站的原因，因为这里有一群充满梦想，疯狂感受生活的up主[打call]","我的天哪，这就是为什么我还在使用b站的原因，因为这里有一群充满梦想，疯狂感受生活的up主[打call]","https://i0.hdslb.com/bfs/emote/431432c43da3ee5aab5b0e4f8931953e649e9975.png","46878567","吉桑压","2025-11-14T11:27:19+00:00"
"BV1eU1vBiEqh","280593000161","[笑哭]","笑哭","太强了简直离谱  最佩服这类手搓大佬     其他视频都投2币了支持一下了[笑哭]","太强了简直离谱  最佩服这类手搓大佬     其他视频都投2币了支持一下了[笑哭]","https://i0.hdslb.com/bfs/emote/c3043ba94babf824dea03ce500d0e73763bf4f40.png","298150177","Kevinsyan","2025-11-14T10:33:12+00:00"
"BV1eU1vBiEqh","282428566480","[打call]","打call","找红牛赞助吧[打call]","找红牛赞助吧[打call]","https://i0.hdslb.com/bfs/emote/431432c43da3ee5aab5b0e4f8931953e649e9975.png","341403523","攀亞","2025-11-14T08:29:52+00:00"
"BV1eU1vBiEqh","282423369408","[打call]","打call","别忘了京東搜〖国补专区504〗
🀄了500多国补卷，省了一大笔[打call]","别忘了京東搜〖国补专区504〗
🀄了500多国补卷，省了一大笔[打call]","https://i0.hdslb.com/bfs/emote/431432c43da3ee5aab5b0e4f8931953e649e9975.png","3690972212889723","蔓越莓nie","2025-11-14T07:19:25+00:00"
"BV1eU1vBiEqh","280576993713","[笑哭]","笑哭","【退伍军人部队受伤维权无果希望各位帮帮我-哔哩哔哩】 https://b23.tv/vGQ50rU可以帮帮我吗[笑哭]","【退伍军人部队受伤维权无果希望各位帮帮我-哔哩哔哩】 https://b23.tv/vGQ50rU可以帮帮我吗[笑哭]","https://i0.hdslb.com/bfs/emote/c3043ba94babf824dea03ce500d0e73763bf4f40.png","2001517959","doro的回忆往事","2025-11-14T07:16:34+00:00"
"BV1eU1vBiEqh","280559447761","[打call]","打call","别忘了京東搜〖国补专区504〗
🀄了500多国补卷，省了一大笔[打call]","别忘了京東搜〖国补专区504〗
🀄了500多国补卷，省了一大笔[打call]","https://i0.hdslb.com/bfs/emote/431432c43da3ee5aab5b0e4f8931953e649e9975.png","3690970384173172","你好你好你好呀1111","2025-11-14T03:31:36+00:00"
"BV1eU1vBiEqh","280514882849","[喜极而泣]","喜极而泣","我觉得小伙子很行，但是不靠谱…是我老了吗？[喜极而泣]","我觉得小伙子很行，但是不靠谱…是我老了吗？[喜极而泣]","https://i0.hdslb.com/bfs/emote/485a7e0c01c2d70707daae53bee4a9e2e31ef1ed.png","17941177","别来无恙的阿然","2025-11-13T12:52:44+00:00"
"BV1eU1vBiEqh","280504345633","[大哭]","大哭","“我只有在进行这些事情的时候，才能让自己感受的，自己是活着的”,真是狠狠共鸣了[大哭]","“我只有在进行这些事情的时候，才能让自己感受的，自己是活着的”,真是狠狠共鸣了[大哭]","https://i0.hdslb.com/bfs/emote/2caafee2e5db4db72104650d87810cc2c123fc86.png","650995291","-冰淇淋呀-","2025-11-13T10:57:19+00:00"
"BV1eU1vBiEqh","282314831328","[笑哭]","笑哭","我一个月光族看完这个视频都有想投阿宇的冲动[笑哭]","我一个月光族看完这个视频都有想投阿宇的冲动[笑哭]","https://i0.hdslb.com/bfs/emote/c3043ba94babf824dea03ce500d0e73763bf4f40.png","29345904","我永远喜欢圆鲨鲨","2025-11-13T03:46:22+00:00"
"BV1eU1vBiEqh","282313152864","[doge]","doge","全程铁憨憨的笑[doge]","全程铁憨憨的笑[doge]","https://i0.hdslb.com/bfs/emote/3087d273a78ccaff4bb1e9972e2ba2a7583c9f11.png","350697206","巴莱纳斯路斯","2025-11-13T03:22:55+00:00"
"BV1eU1vBiEqh","280461775697","[笑哭]","笑哭","你们团队是没正常人了吗？[笑哭][笑哭][笑哭]","你们团队是没正常人了吗？[笑哭][笑哭][笑哭]","https://i0.hdslb.com/bfs/emote/c3043ba94babf824dea03ce500d0e73763bf4f40.png","13014590","YE一YO","2025-11-13T00:45:33+00:00"
